dNumb,Published,Department,Judge,Judge4Search,PicFileName,Page,AwardRank,Winner,Winner4Search,Title,SubTitle,WinnerArea,WinnerClub1,WinnerClub2,WinnerClub3,WinnerClub4,Area,Place,DayTime,Year,Month,Day,Season,Hour,Min,TimeZone,Weather,Subject,Composition,Camera,Lens,FocalLength,Exposure,WB,ColorMode,Tripod,TriPodHead,DataOfPhoto,Selection Comments,MapLink,OfficialSite,Logic_Advice,Context_Advice
10912,2021N,,,,NT_076.jpg,23,,高見　敏彦,高見敏彦,豊穣の証,,岐阜,フォト岐阜,,,,愛知県愛西市,,2019-08-07 05:00:00,2019,8,7,,5,0,,晴れ,ハス　花　稲　朝露　若稲,近　中　,HASSELBLAD FlexBody,Sonnar CF250mm F5.6,250,f22・4秒,,,三脚,,RVP50_PL,,https://www.google.com/maps/search/?api=1&query=%E6%84%9B%E7%9F%A5%E7%9C%8C%E6%84%9B%E8%A5%BF%E5%B8%82%E5%BD%B9%E6%89%80,,,
10913,2021N,,,,NT_077.jpg,58,,相原　正明,相原正明,寒山観月図,,東京,,,,,長野県諏訪市,,2020-01-01 17:00:00,2020,1,255,中旬,17,0,,晴れ,雪　草原　月,近　中　遠,PENTAX 645NⅡ,FA645 45-85mm F4.5,,f22AE(+1EV）,,,三脚,,ACROSⅡ,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E8%AB%8F%E8%A8%AA%E5%B8%82%E5%BD%B9%E6%89%80,,,
10914,2021N,,,,NT_078.jpg,39,,野呂　希一,野呂希一,小春日和,,北海道,日本風景写真協会指導会員,,,,北海道清水町,十勝千年の森,2015-10-26 08:00:00,2015,10,26,,8,0,,晴れ,小道　草　雪,中　遠,PENTAX 645NⅡ,FA645 80-160mm F4.5,,f22AE(1/60秒・-1EV）,,,三脚,,RDPⅢ,,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%B8%85%E6%B0%B4%E7%94%BA%20%E5%8D%81%E5%8B%9D%E5%8D%83%E5%B9%B4%E3%81%AE%E6%A3%AE,https://www.google.com/search?q=%E5%8C%97%E6%B5%B7%E9%81%93%E6%B8%85%E6%B0%B4%E7%94%BA%20%E5%8D%81%E5%8B%9D%E5%8D%83%E5%B9%B4%E3%81%AE%E6%A3%AE%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10915,2021N,,,,NT_079.jpg,24,,川隅　功,川隅功,目覚めの寸光,,東京,(公社)日本写真家協会,日本風景写真協会指導会員,,,北海道洞爺湖町,洞爺湖,2007-07-16 05:00:00,2007,7,16,,5,0,,,木々　湖　山々,中　遠　,PENTAX 645NⅡ,FA645 80-160mm F4.5,,f22AE(1/180秒・+0.7EV）,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%B4%9E%E7%88%BA%E6%B9%96%E7%94%BA%20%E6%B4%9E%E7%88%BA%E6%B9%96,https://www.google.com/search?q=%E5%8C%97%E6%B5%B7%E9%81%93%E6%B4%9E%E7%88%BA%E6%B9%96%E7%94%BA%20%E6%B4%9E%E7%88%BA%E6%B9%96%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10916,2021N,,,,NT_080.jpg,14,,小松　ひとみ,小松ひとみ,流転,,秋田,日本風景写真協会指導会員,,,,山形県山形市,霞城公園,2013-04-01 19:00:00,2013,4,255,中旬,19,0,,,桜　花筏　川　堀,中　遠,FUJIFILM GF670W,EBC FUJINON 55mm F4.5,55,f22・120秒,,,三脚,,RVP50,,https://www.google.com/maps/search/?api=1&query=%E5%B1%B1%E5%BD%A2%E7%9C%8C%E5%B1%B1%E5%BD%A2%E5%B8%82%20%E9%9C%9E%E5%9F%8E%E5%85%AC%E5%9C%92,https://www.google.com/search?q=%E5%B1%B1%E5%BD%A2%E7%9C%8C%E5%B1%B1%E5%BD%A2%E5%B8%82%20%E9%9C%9E%E5%9F%8E%E5%85%AC%E5%9C%92%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10917,2021N,,,,NT_081.jpg,28,,鈴木　一雄,鈴木一雄,涼景,,東京,(公社)日本写真家協会,(公社）日本写真協会,日本自然科学写真協会,全日本写真連盟,熊本県小国町,鍋ヶ滝,2011-08-09 10:00:00,2011,8,9,,10,0,,,滝　苔　岩,近　中　遠　,PENTAX 645NⅡ,FA645 35mm F3.5,35,f16・1/2秒,,,三脚,,RVP100,,https://www.google.com/maps/search/?api=1&query=%E7%86%8A%E6%9C%AC%E7%9C%8C%E5%B0%8F%E5%9B%BD%E7%94%BA%20%E9%8D%8B%E3%83%B6%E6%BB%9D,https://www.google.com/search?q=%E7%86%8A%E6%9C%AC%E7%9C%8C%E5%B0%8F%E5%9B%BD%E7%94%BA%20%E9%8D%8B%E3%83%B6%E6%BB%9D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10918,2021N,,,,NT_082.jpg,59,,前田　晃,前田晃,走る影,,東京,,,,,北海道美瑛町,,2015-01-24 13:30:00,2015,1,24,,13,30,,,木　太陽　雪原　青空,近　中　遠,HASSELBLAD 503CW,Distagon CF 50mm F4,50,f22・1/125秒,,,三脚,,RVP50,,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E7%BE%8E%E7%91%9B%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
10919,2021N,,,,NT_083.jpg,52,,前川　彰一,前川彰一,孟冬,,東京,写団薬師主宰,(公社）日本写真協会,,,東京都町田市,小野路町,2016-11-24 08:30:00,2016,11,24,,8,30,,,竹林　竹　雪　,中　遠,HASSELBLAD 503CW,Variogon140-280mm F5.6,,f8・1/15秒,,,三脚,,RVP100(+2増感撮影）,,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E7%94%BA%E7%94%B0%E5%B8%82%20%E5%B0%8F%E9%87%8E%E8%B7%AF%E7%94%BA,https://www.google.com/search?q=%E6%9D%B1%E4%BA%AC%E9%83%BD%E7%94%BA%E7%94%B0%E5%B8%82%20%E5%B0%8F%E9%87%8E%E8%B7%AF%E7%94%BA%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10920,2021N,,,,NT_084.jpg,37,,森上　倍名,森上倍名,深秋の残り柿,,静岡,自然奏フォト,,,,愛知県豊根村,,2017-11-19 16:40:00,2017,11,19,,16,40,,,柿　竹林　林　ススキ,中　遠,Mamiya RZ67 ProⅡ,Mamiya APO-Secor Z210mm F4.5,210,f161/2・8秒,,,三脚,,RVP50,,https://www.google.com/maps/search/?api=1&query=%E6%84%9B%E7%9F%A5%E7%9C%8C%E8%B1%8A%E6%A0%B9%E6%9D%91%E5%BD%B9%E5%A0%B4,,,
10921,2021N,,,,NT_085.jpg,24,,栄馬　智太郎,栄馬智太郎,残照に映える,,愛知,(公社)日本写真協会,日本風景写真協会指導会員,自然奏フォト,,岐阜県揖斐川町,徳山ダム湖,2017-07-01 19:00:00,2017,7,255,中旬,19,0,,,立ち枯れ樹　木　花　水面,中　遠,PENTAX 645NⅡ,FA645 33-55mm F4.5F,,f22AE,,,三脚,,RVP100_CPL,,https://www.google.com/maps/search/?api=1&query=%E5%B2%90%E9%98%9C%E7%9C%8C%E6%8F%96%E6%96%90%E5%B7%9D%E7%94%BA%20%E5%BE%B3%E5%B1%B1%E3%83%80%E3%83%A0%E6%B9%96,https://www.google.com/search?q=%E5%B2%90%E9%98%9C%E7%9C%8C%E6%8F%96%E6%96%90%E5%B7%9D%E7%94%BA%20%E5%BE%B3%E5%B1%B1%E3%83%80%E3%83%A0%E6%B9%96%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10922,2021N,,,,NT_086.jpg,37,,大木島　毅,大木島毅,瑞穂の国の秋,,東京,フォトグループいぶき,(公社）日本写真協会,,,石川県輪島市,白米千枚田,2017-09-01 17:00:00,2017,9,255,下旬,17,0,,,海　田んぼ　棚田,遠　,HASSELBLAD 503CW,SONNAR SUPERACHROMAT 350mm F5.4,350,f22・1/30秒,,,三脚,,RVP50_PL,,https://www.google.com/maps/search/?api=1&query=%E7%9F%B3%E5%B7%9D%E7%9C%8C%E8%BC%AA%E5%B3%B6%E5%B8%82%20%E7%99%BD%E7%B1%B3%E5%8D%83%E6%9E%9A%E7%94%B0,https://www.google.com/search?q=%E7%9F%B3%E5%B7%9D%E7%9C%8C%E8%BC%AA%E5%B3%B6%E5%B8%82%20%E7%99%BD%E7%B1%B3%E5%8D%83%E6%9E%9A%E7%94%B0%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10923,2021N,,,,NT_087.jpg,38,,落井　俊一,落井俊一,終焉の朝,,福井,日本風景写真協会 会長,(公社）日本写真家協会,フォト禅顧問,フォト釉主宰,福井県南越前町堂宮,,2016-11-01 05:50:00,2016,11,255,初旬,5,50,,,ハス　霧,近　中　遠,PENTAX 645NⅡ,FA645 80-160mm F4.5,,f32AE,,,三脚,,RVP50_PL,,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E4%BA%95%E7%9C%8C%E5%8D%97%E8%B6%8A%E5%89%8D%E7%94%BA%E5%A0%82%E5%AE%AE,,,
10924,2021N,,,,NT_088.jpg,25,,喜多　規子,喜多規子,秘密の花園,,東京,(公社)日本写真協会,写団薬師講師,,,愛知県豊田市市場町,夏焼城ヶ山,2015-08-01 10:00:00,2015,8,255,中旬,10,0,,,オオキツネノカミソリ　ケヤキ　木　森,近　中,PENTAX 645NⅡ,FA645 80-160mm F4.5,,f16AE(-0.7EV）,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E6%84%9B%E7%9F%A5%E7%9C%8C%E8%B1%8A%E7%94%B0%E5%B8%82%E5%B8%82%E5%A0%B4%E7%94%BA%20%E5%A4%8F%E7%84%BC%E5%9F%8E%E3%83%B6%E5%B1%B1,https://www.google.com/search?q=%E6%84%9B%E7%9F%A5%E7%9C%8C%E8%B1%8A%E7%94%B0%E5%B8%82%E5%B8%82%E5%A0%B4%E7%94%BA%20%E5%A4%8F%E7%84%BC%E5%9F%8E%E3%83%B6%E5%B1%B1%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10925,2021N,,,,NT_089.jpg,56,,窪田　諭人,窪田諭人,聖地・雪ごもり,,奈良,,,,,奈良県下市町,,2013-01-01 11:00:00,2013,1,255,中旬,11,0,,晴れ,民家　雪　杉林　寺院,近　中　遠,PENTAX 645NⅡ,FA645 55-110mm F5.6,,f22AE(+1EV）,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E5%A5%88%E8%89%AF%E7%9C%8C%E4%B8%8B%E5%B8%82%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
10926,2021N,,,,NT_090.jpg,57,,丹地　敏明,丹地敏明,厳冬の千手ヶ浜黎明,,東京,(公社)日本写真家協会,,,,栃木県日光市,中禅寺湖　千手ケ浜,2016-01-01 06:30:00,2016,1,255,下旬,6,30,,,霧　湖　山　水辺,近　中　遠　,PENTAX 645NⅡ,FA645 33-55mm F4.5AL,,f16AE(15秒・+0.3EV）,,,三脚,,fortiaSP,,https://www.google.com/maps/search/?api=1&query=%E6%A0%83%E6%9C%A8%E7%9C%8C%E6%97%A5%E5%85%89%E5%B8%82%20%E4%B8%AD%E7%A6%85%E5%AF%BA%E6%B9%96%E3%80%80%E5%8D%83%E6%89%8B%E3%82%B1%E6%B5%9C,https://www.google.com/search?q=%E6%A0%83%E6%9C%A8%E7%9C%8C%E6%97%A5%E5%85%89%E5%B8%82%20%E4%B8%AD%E7%A6%85%E5%AF%BA%E6%B9%96%E3%80%80%E5%8D%83%E6%89%8B%E3%82%B1%E6%B5%9C%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10927,2021N,,,,NT_091.jpg,33,,林　惣一,林惣一,秋仕舞い,,東京,林 惣一写真教室主宰,,,,福岡県喜多方市,,2009-10-10 18:00:00,2009,10,10,,18,0,,,稲わら　稲　火　田んぼ,中　遠,PENTAX 645NⅡ,FA645 33-55mm F4.5AL,,f5.6AE(3秒・+0.2EV）,,,三脚,,RVP100_ハーフND,,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B2%A1%E7%9C%8C%E5%96%9C%E5%A4%9A%E6%96%B9%E5%B8%82%E5%BD%B9%E6%89%80,,,
10928,2021N,,,,NT_092.jpg,59,,福田　健太郎,福田健太郎,amara,,東京,,,,,北海道上川町,旭岳,2017-03-11 09:55:00,2017,3,11,,9,55,,,雪　山　空　雲　雪原,近　中　遠,Mamiya 7Ⅱ,Mamiya N65mm F4L,65,f16・1/250秒,,,手持ち,,PRO160NS_,,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E4%B8%8A%E5%B7%9D%E7%94%BA%20%E6%97%AD%E5%B2%B3,https://www.google.com/search?q=%E5%8C%97%E6%B5%B7%E9%81%93%E4%B8%8A%E5%B7%9D%E7%94%BA%20%E6%97%AD%E5%B2%B3%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10929,2021N,,,,NT_093.jpg,55,,星野　佑佳,星野佑佳,愛し月,,京都,,,,,北海道根室市,,2012-02-10 06:00:00,2012,2,10,,6,0,,,満月　月　流氷　空,近　中　遠,PENTAX 645NⅡ,FA645 45-85mm F4.5,,f16AE(4秒・+0.3秒）,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%A0%B9%E5%AE%A4%E5%B8%82%E5%BD%B9%E6%89%80,,,
10930,2021N,,,,NT_094.jpg,13,,増井　治,増井治,春野,,福島,日本風景写真協会指導会員,(公社）日本写真協会,他,,福島県三春町,,2017-04-22 12:20:00,2017,4,22,,12,20,,,オオイヌノフグリ　花　草,近　中,WISTA　45SP,Nikkor-SW90mm F8,90,f321/2・1/4秒,,,三脚,,RVP50,,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B3%B6%E7%9C%8C%E4%B8%89%E6%98%A5%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
10931,2021N,,,,NT_095.jpg,10,,松尾　清嗣,松尾清嗣,早春賦,,奈良,フォトアカデミー郷主宰,日本風景写真協会指導会員,,,奈良県奈良市,月ヶ瀬,2020-02-21 07:00:00,2020,2,21,,7,0,,晴れ,梅　雲海　太陽　空　露,近　中　遠,HASSELBLAD 503CW,Disitagon CF50mm F4,50,f32・1秒,,,三脚,,RVP50_ハーフND,,https://www.google.com/maps/search/?api=1&query=%E5%A5%88%E8%89%AF%E7%9C%8C%E5%A5%88%E8%89%AF%E5%B8%82%20%E6%9C%88%E3%83%B6%E7%80%AC,https://www.google.com/search?q=%E5%A5%88%E8%89%AF%E7%9C%8C%E5%A5%88%E8%89%AF%E5%B8%82%20%E6%9C%88%E3%83%B6%E7%80%AC%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10932,2021N,,,,NT_096.jpg,16,,山本　一　,山本一,森の王様,,大阪,日本写真作家協会,日本写真協会名誉会長,フォト禅顧問,,岩手県八幡平市,安比高原,2018-05-21 10:00:00,2018,5,21,,10,0,,霧,木々　雪　大樹　枯れ葉,近　中,PENTAX 645NⅡ,FA645 55mm F2.8AL［IF］,55,f16AE(-0.3EV）,,,三脚,,RVP100,,https://www.google.com/maps/search/?api=1&query=%E5%B2%A9%E6%89%8B%E7%9C%8C%E5%85%AB%E5%B9%A1%E5%B9%B3%E5%B8%82%20%E5%AE%89%E6%AF%94%E9%AB%98%E5%8E%9F,https://www.google.com/search?q=%E5%B2%A9%E6%89%8B%E7%9C%8C%E5%85%AB%E5%B9%A1%E5%B9%B3%E5%B8%82%20%E5%AE%89%E6%AF%94%E9%AB%98%E5%8E%9F%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10933,2021N,,,,NT_097.jpg,8,,栗原　秀亘,栗原秀亘,山里の朝,,群馬,,,,,新潟県小千谷市塩殿,山本山高原,2017-05-08 05:30:00,2017,5,8,,5,30,,雨上り,靄　太陽　雲海　花　空,近　中　遠,手作り4×5カメラ,90mm F5.6,90,f22・1秒,,,三脚,,RVP50_ハーフND8,,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%BD%9F%E7%9C%8C%E5%B0%8F%E5%8D%83%E8%B0%B7%E5%B8%82%E5%A1%A9%E6%AE%BF%20%E5%B1%B1%E6%9C%AC%E5%B1%B1%E9%AB%98%E5%8E%9F,https://www.google.com/search?q=%E6%96%B0%E6%BD%9F%E7%9C%8C%E5%B0%8F%E5%8D%83%E8%B0%B7%E5%B8%82%E5%A1%A9%E6%AE%BF%20%E5%B1%B1%E6%9C%AC%E5%B1%B1%E9%AB%98%E5%8E%9F%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10934,2021N,,,,NT_098.jpg,58,,田邊　力哉,田邊力哉,雪渓の音色,,東京,(公社）日本写真協会,米 美知子写真教室,,,秋田県大館市,岩瀬川渓流,2020-02-09 07:00:00,2020,2,9,,7,0,,小雪,雪　渓谷　新雪　川,近　中　遠　,Nikon F5,AF-S NIKKOR 24-70mm F2.8E ED,,f16AE(1/3秒・+0.7EV）,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E7%A7%8B%E7%94%B0%E7%9C%8C%E5%A4%A7%E9%A4%A8%E5%B8%82%20%E5%B2%A9%E7%80%AC%E5%B7%9D%E6%B8%93%E6%B5%81,https://www.google.com/search?q=%E7%A7%8B%E7%94%B0%E7%9C%8C%E5%A4%A7%E9%A4%A8%E5%B8%82%20%E5%B2%A9%E7%80%AC%E5%B7%9D%E6%B8%93%E6%B5%81%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10935,2021N,,,,NT_099.jpg,36,,田中　美知子,田中美知子,秋空の下で,,岐阜,写友風,日本風景写真協会,,,岐阜県揖斐川町,,2019-09-27 08:15:00,2019,9,27,,8,15,,晴れ,彼岸花　稲　花,近,Canon EOS-1V,EF16-35mm F2.8 Ⅱ USM,,f8AE(1/45秒）,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E5%B2%90%E9%98%9C%E7%9C%8C%E6%8F%96%E6%96%90%E5%B7%9D%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
10936,2021N,,,,NT_100.jpg,11,,高谷　良子,高谷良子,桜時雨,,大阪,天地名水,高槻光影社,,,奈良県奈良市,都祁吐山町,2016-04-08 11:00:00,2016,4,8,,11,0,,雨,桜　民家　靄　木々,遠,PENTAX 645NⅡ,FA645 80-160mm F4.5,,f22AE(4秒）,,,三脚,,RVP50_PL,,https://www.google.com/maps/search/?api=1&query=%E5%A5%88%E8%89%AF%E7%9C%8C%E5%A5%88%E8%89%AF%E5%B8%82%20%E9%83%BD%E7%A5%81%E5%90%90%E5%B1%B1%E7%94%BA,https://www.google.com/search?q=%E5%A5%88%E8%89%AF%E7%9C%8C%E5%A5%88%E8%89%AF%E5%B8%82%20%E9%83%BD%E7%A5%81%E5%90%90%E5%B1%B1%E7%94%BA%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10937,2021N,,,,NT_101.jpg,26,,三枝　仁也,三枝仁也,夕日に映える五竜岳,,山梨,日本山岳写真協会,,,,長野県白馬村,唐松岳　牛首,2018-07-14 18:30:00,2018,7,14,,18,30,,晴れ,山　夕焼け　空,遠,PENTAX 645NⅡ,FA645 45-85mm F4.5,,f19AE(2秒・-0.8EV）,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E7%99%BD%E9%A6%AC%E6%9D%91%20%E5%94%90%E6%9D%BE%E5%B2%B3%E3%80%80%E7%89%9B%E9%A6%96,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E7%99%BD%E9%A6%AC%E6%9D%91%20%E5%94%90%E6%9D%BE%E5%B2%B3%E3%80%80%E7%89%9B%E9%A6%96%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10938,20210304,S単写真,福田健太郎,福田健太郎,FK_043.jpg,96,最優秀,佐藤文彦,佐藤文彦,キツネとかくれんぼ,,北海道,,,,,北海道美瑛町,拓真館通り,2020-09-02 06:00:00,2020,9,2,,6,0,,晴れ,子ギツネ,中,FUJIFILM GFX 50R,GF 100-200mm F5.6 R LM OIS WR,113,f8AE(1/220秒・-0.7EV),,,,,多分割_ISO800_RAW(Lr/5000K/PROVIA)_手持ち_EPSON SC-PX5VⅡ・光沢,,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E7%BE%8E%E7%91%9B%E7%94%BA%20%E6%8B%93%E7%9C%9F%E9%A4%A8%E9%80%9A%E3%82%8A,https://www.google.com/search?q=%E5%8C%97%E6%B5%B7%E9%81%93%E7%BE%8E%E7%91%9B%E7%94%BA%20%E6%8B%93%E7%9C%9F%E9%A4%A8%E9%80%9A%E3%82%8A%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10939,20210304,S単写真,福田健太郎,福田健太郎,FK_054.jpg,98,優秀,藤坂喜広,藤坂喜広,佇む,,愛知,写団守破離,,,,京都市南丹市,,2019-12-01 08:00:00,2019,12,1,,8,0,,晴れ,ヒドリガモ,中,FUJIFILM X-T3,XF50-140mm F2.8R LM OIS WR×2,280,f11AE(1/550秒・-0.3EV),,,,,中央平均_ISO640_RAW(Lr/4800K/PRO.Neg.Std)_手持ち_EPSON EP-10VA・半光沢),,https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E9%83%BD%E5%B8%82%E5%8D%97%E4%B8%B9%E5%B8%82%E5%BD%B9%E6%89%80,,,
10940,20210304,S単写真,福田健太郎,福田健太郎,FK_073.jpg,99,優秀,茂呂育男,茂呂育男,凛凛,,栃木,Moro写真クラブ,,,,長野県諏訪市,霧ヶ峰,2020-03-15 06:00:00,2020,3,15,,6,0,,晴れ,富士山　霧氷,遠,SONY α7RⅢ,TAMRON SP AF70-200mm F2.8 Di LD IF MACRO,90,f18・1/3秒,,,三脚,,多分割_ISO200_RAW(Cr/太陽/スタンダード)_印画紙プリント・光沢,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E8%AB%8F%E8%A8%AA%E5%B8%82%20%E9%9C%A7%E3%83%B6%E5%B3%B0,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E8%AB%8F%E8%A8%AA%E5%B8%82%20%E9%9C%A7%E3%83%B6%E5%B3%B0%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10941,20210304,S単写真,福田健太郎,福田健太郎,FK_072.jpg,100,優秀,山田康雄,山田康雄,畏怖,,埼玉,,,,,栃木県栃木市,四社神社,2018-04-01 16:00:00,2018,4,1,,16,0,,晴れ,鳥居,近,Canon EOS 5D MarkⅣ,EF100-400mm F4.5-5.6L IS Ⅱ USM,182,f32AE(0.8秒・-1EV),,,三脚,,多分割_ISO100_RAW(DPP/太陽光/ディテール重視）_PL_CANON PIXUS PRO-100・光沢,,https://www.google.com/maps/search/?api=1&query=%E6%A0%83%E6%9C%A8%E7%9C%8C%E6%A0%83%E6%9C%A8%E5%B8%82%20%E5%9B%9B%E7%A4%BE%E7%A5%9E%E7%A4%BE,https://www.google.com/search?q=%E6%A0%83%E6%9C%A8%E7%9C%8C%E6%A0%83%E6%9C%A8%E5%B8%82%20%E5%9B%9B%E7%A4%BE%E7%A5%9E%E7%A4%BE%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10942,20210304,S単写真,福田健太郎,福田健太郎,FK_065.jpg,101,優秀,浅間宏志,浅間宏志,流麗瞬く,,新潟,,,,,新潟県上越市牧区,谷浜,2019-01-26 17:00:00,2019,1,26,,17,0,,晴れ,砂浜　波,中,SONY α99,20mm F2.8,,f16・1.3秒,,,三脚,,多分割_ISO64_RAW(Lr/オート/風景)_PL.ND_EPSON PX-7VⅡ・光沢,,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%BD%9F%E7%9C%8C%E4%B8%8A%E8%B6%8A%E5%B8%82%E7%89%A7%E5%8C%BA%20%E8%B0%B7%E6%B5%9C,https://www.google.com/search?q=%E6%96%B0%E6%BD%9F%E7%9C%8C%E4%B8%8A%E8%B6%8A%E5%B8%82%E7%89%A7%E5%8C%BA%20%E8%B0%B7%E6%B5%9C%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10943,20210304,S単写真,福田健太郎,福田健太郎,FK_071.jpg,102,優秀,佐藤孝也,佐藤孝也,開花,,愛知,日本山岳写真協会,,,,長野県茅野氏,北八ヶ岳　北横岳,2019-05-27 07:30:00,2019,5,27,,7,30,,晴れ,ツクモグサ 山岳,近,Canon EOS R,RF24-105mm F4L IS USM,56,f11AE(1/1250秒・-1.7EV,,,,,中央平均_ISO200_RAW(DPP/オート/オート）_CANON PIXUS TS8230・光沢_手持ち,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E8%8C%85%E9%87%8E%E6%B0%8F%20%E5%8C%97%E5%85%AB%E3%83%B6%E5%B2%B3%E3%80%80%E5%8C%97%E6%A8%AA%E5%B2%B3,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E8%8C%85%E9%87%8E%E6%B0%8F%20%E5%8C%97%E5%85%AB%E3%83%B6%E5%B2%B3%E3%80%80%E5%8C%97%E6%A8%AA%E5%B2%B3%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10944,20210304,S単写真,福田健太郎,福田健太郎,FK_074.jpg,103,優秀,白井良治,白井良治,早春の峠,,埼玉,,,,,千葉県印西市,,2011-02-24 17:00:00,2011,2,24,,17,0,,晴れ,古木　果樹,中,Canon EOS 5D,EF24-85mm F3.5-4.5 USM,62,f16AE(1/50秒・-0.7EV),,,三脚,,多分割_ISO200_JPEG(太陽光/風景)_Canon PIXUS iP8730・光沢,,https://www.google.com/maps/search/?api=1&query=%E5%8D%83%E8%91%89%E7%9C%8C%E5%8D%B0%E8%A5%BF%E5%B8%82%E5%BD%B9%E6%89%80,,,
10945,20210304,S単写真,福田健太郎,福田健太郎,FK_070.jpg,104,優秀,宮澤幸雄,宮澤幸雄,春雪に踊る,,新潟,写友かたくり,,,,新潟県上越市牧区,,2020-04-10 11:30:00,2020,4,10,,11,30,,曇り,フキノトウ　ツクシ,近,Nikon Z7,Ai AF Zoom-Nikkor 80-200mm F2.8D ED,200,f16AE(1/2秒・+2.3EV),,,三脚,,多分割_ISO100_RAW(Lr/オート/風景)_PL_EPSON SC-PX5VⅡ・光沢,,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%BD%9F%E7%9C%8C%E4%B8%8A%E8%B6%8A%E5%B8%82%E7%89%A7%E5%8C%BA%E5%BD%B9%E6%89%80,,,
